user_id,user_info,device,geo,audiences,user_properties,user_ltv,predictions,privacy_info,occurrence_date,last_updated_date
b0054526b2a8d2e563230a4fa479059ed625fe10f79f13e8bce904715021130b,"{'last_active_timestamp_micros': 1743518531912548, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Samsung', 'mobile_model_name': 'SM-A156B', 'unified_screen_name': 'Nikotínové vrecúška, E-cigarety| e-shop Nicolips'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743488699000000, 'membership_expiry_timestamp_micros': 1790174531000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 4, 'engagement_time_millis': 562318, 'purchases': None, 'engaged_sessions': 4, 'session_duration_micros': 2492254937}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
3e1422830ec91d72e8b5c0774e52e42f0e6018f5c9fd3ea03931531e14cc1164,"{'last_active_timestamp_micros': 1743529439960381, 'user_first_touch_timestamp_micros': 1743379200000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Honor', 'mobile_model_name': 'CRT-NX1', 'unified_screen_name': 'Objednávka - platba a doprava'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743439888000000, 'membership_expiry_timestamp_micros': 1790185439000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 3, 'engagement_time_millis': 3042284, 'purchases': None, 'engaged_sessions': 3, 'session_duration_micros': 3715525867}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
bced62b4da764a764a93d6d0dc87b09c3fba532fb57d1f815d1be9a86bf613a7,"{'last_active_timestamp_micros': 1743510848446496, 'user_first_touch_timestamp_micros': 1743465600000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Samsung', 'mobile_model_name': 'SM-A536B', 'unified_screen_name': 'Objednávka - informácie o Vás'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743510111000000, 'membership_expiry_timestamp_micros': 1790166848000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 260048, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 736493776}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
a2fffd8967850dae8f6860dca1d8c43c19d523d62e59d4909872d9aede3a13a2,"{'last_active_timestamp_micros': 1743534479088332, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Ďakujeme za objednávku - NicoLips'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743531059000000, 'membership_expiry_timestamp_micros': 1790190479000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 813138, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 3420020836}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
3cbaa976d8a024bafd2ed9bd79d8758bc03f23c30276d50a213557eacfc00652,"{'last_active_timestamp_micros': 1743513286098152, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Killa - nicolips.cz'}","{'city': 'Brno', 'country': 'Czechia', 'continent': 'Europe', 'region': 'South Moravian Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743512829000000, 'membership_expiry_timestamp_micros': 1790169286000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 376338, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 456474043}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
d78f6ac2b7e60feeaa9a022144f729bb4f34d7c0d565e164c4f28b6000e1cd7e,"{'last_active_timestamp_micros': 1743516833953643, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Huawei', 'mobile_model_name': None, 'unified_screen_name': 'VENIX Elektronické Cigarety – Špičková Kvalita pre Každého | NicoLips'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1740500083000000, 'membership_expiry_timestamp_micros': 1790172833000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 5, 'engagement_time_millis': 1002129, 'purchases': None, 'engaged_sessions': 4, 'session_duration_micros': 2673392436}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
d98bb8d0b5915d31ba3c5c405728f1d6d062a5dba729793611e778b3900773f7,"{'last_active_timestamp_micros': 1743515386764459, 'user_first_touch_timestamp_micros': 1743465600000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Děkujeme za objednávku - NicoLips'}","{'city': 'Jicin', 'country': 'Czechia', 'continent': 'Europe', 'region': 'Hradec Kralove Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743515070000000, 'membership_expiry_timestamp_micros': 1790171386000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 165021, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 316699046}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
86b17806b7622bb672d4c1cb4d2f8ed05191dbccb908d17974f14ce4e3df384a,"{'last_active_timestamp_micros': 1743544179044829, 'user_first_touch_timestamp_micros': 1743465600000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'VUSE GO 1000 STRAWBERRY ICE - nicolips.sk'}","{'city': '', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Zilina Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743537169000000, 'membership_expiry_timestamp_micros': 1790200179000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 2, 'engagement_time_millis': 840368, 'purchases': None, 'engaged_sessions': 2, 'session_duration_micros': 3991434405}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
4f3e8d93377b4e01daf3d6daa729eba2d9408c591f0dd723760767f090b445cc,"{'last_active_timestamp_micros': 1743494804179039, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Samsung', 'mobile_model_name': 'SM-A715F', 'unified_screen_name': 'KURWA COLLECTION STRAWBERRY GUM -nicolips.sk'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743494692000000, 'membership_expiry_timestamp_micros': 1790150804000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 103997, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 111343909}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
98e1840f9ebcdb3d401a124ece00c90646c6a44c36d52238bc7f036185e3b7dd,"{'last_active_timestamp_micros': 1743525628389374, 'user_first_touch_timestamp_micros': 1743465600000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Honor', 'mobile_model_name': 'LLY-NX1', 'unified_screen_name': 'Ďakujeme za objednávku - NicoLips'}","{'city': 'Presov', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Presov Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1743524441000000, 'membership_expiry_timestamp_micros': 1790181628000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 168242, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 1186920680}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250401,20250401
