user_id,user_info,device,geo,audiences,user_properties,user_ltv,predictions,privacy_info,occurrence_date,last_updated_date
3b55bf2a6f916888a29f2bfff86864038b44520a9419ff58c111b17d3f2fe14a,"{'last_active_timestamp_micros': 1742051819494238, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': None, 'mobile_model_name': '23124RA7EO', 'unified_screen_name': 'Objednávka - informácie o Vás'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742051117000000, 'membership_expiry_timestamp_micros': 1788707819000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 314108, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 701643966}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
d71db18d79f65a65ab0e8c207894db628be3a5703cadcca8580ded7b0584bbd5,"{'last_active_timestamp_micros': 1742030886427012, 'user_first_touch_timestamp_micros': 1741824000000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'desktop', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Objednávka - platba a doprava'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1741875989000000, 'membership_expiry_timestamp_micros': 1788686886000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 4, 'engagement_time_millis': 688246, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 709623418}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
7b4839ae306aa5877ce2263aca17f03ca9f014331ae9149f472963d727009805,"{'last_active_timestamp_micros': 1742040350504759, 'user_first_touch_timestamp_micros': 1741996800000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Infinix', 'mobile_model_name': 'Infinix X669D', 'unified_screen_name': 'Klientske centrum - NicoLips'}","{'city': '', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Presov Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742040177000000, 'membership_expiry_timestamp_micros': 1788696350000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 157760, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 172936078}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
193d330d54f81beac28d85918cdb508bc78e66011aed7395f357706da15285c9,"{'last_active_timestamp_micros': 1742041240466511, 'user_first_touch_timestamp_micros': 1741996800000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Samsung', 'mobile_model_name': 'SM-S908B', 'unified_screen_name': 'Klientske centrum - NicoLips'}","{'city': '', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Nitra Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742040610000000, 'membership_expiry_timestamp_micros': 1788697240000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 559951, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 629755964}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
417aa6bbee0b18f4e40421c0d9a91a62b147c78bdab8ba87cf56d7040fa659a5,"{'last_active_timestamp_micros': 1742028570866615, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Objednávka - informácie o Vás'}","{'city': 'Levice', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Nitra Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742028463000000, 'membership_expiry_timestamp_micros': 1788684570000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': None, 'engagement_time_millis': 92386, 'purchases': None, 'engaged_sessions': None, 'session_duration_micros': 107529869}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
0eac521f8979302a2a1d466c67c99bf71b706020799388eddc610089d0c0c9de,"{'last_active_timestamp_micros': 1742028452841023, 'user_first_touch_timestamp_micros': 1741996800000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Klientske centrum - NicoLips'}","{'city': 'Levice', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Nitra Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742027611000000, 'membership_expiry_timestamp_micros': 1788684452000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 260116, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 840936035}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
1788c44363ce70c9d04ac919772b083b1af3d7e88ee44926be0fc936f969f55e,"{'last_active_timestamp_micros': 1742068117033061, 'user_first_touch_timestamp_micros': 1741996800000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Xiaomi', 'mobile_model_name': '2203129G', 'unified_screen_name': 'Klientske centrum - NicoLips'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742066687000000, 'membership_expiry_timestamp_micros': 1788724117000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 505934, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 1429450129}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
56f9c633b3d1583067b6cdb9364ab5f995859ec4511159a10e390c05fcac4e40,"{'last_active_timestamp_micros': 1742068819292099, 'user_first_touch_timestamp_micros': 1741996800000000, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Objednávka - informácie o Vás'}","{'city': 'Spisska Nova Ves', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Kosice Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742067839000000, 'membership_expiry_timestamp_micros': 1788724819000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 662468, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 979538302}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
cf1e0d0441f4995884fa2ceff6f0780f4137532be266949253f6a648ff660a12,"{'last_active_timestamp_micros': 1742075437538952, 'user_first_touch_timestamp_micros': 0, 'first_purchase_date': None}","{'operating_system': 'web', 'category': 'mobile', 'mobile_brand_name': 'Apple', 'mobile_model_name': None, 'unified_screen_name': 'Pablo ICE COLD - nicolips.sk'}","{'city': 'Bratislava', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Bratislava Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1742074610000000, 'membership_expiry_timestamp_micros': 1788731437000000, 'npa': False}]",[],"{'revenue_in_usd': None, 'sessions': 1, 'engagement_time_millis': 353821, 'purchases': None, 'engaged_sessions': 1, 'session_duration_micros': 827349035}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
bed1c45d5e6f1f3613de9ce4cdf5c3e070c9b96c90e9abcbf58e6fd595900990,"{'last_active_timestamp_micros': 1742076436517580, 'user_first_touch_timestamp_micros': 1719878400000000, 'first_purchase_date': '20240625'}","{'operating_system': 'web', 'category': 'desktop', 'mobile_brand_name': 'Mozilla', 'mobile_model_name': None, 'unified_screen_name': 'Moje objednávky - NicoLips'}","{'city': 'Kosice', 'country': 'Slovakia', 'continent': 'Europe', 'region': 'Kosice Region'}","[{'id': 5775046007, 'name': 'All Users', 'membership_start_timestamp_micros': 1719336992000000, 'membership_expiry_timestamp_micros': 1788732436000000, 'npa': False}]",[],"{'revenue_in_usd': 108.962718, 'sessions': 80, 'engagement_time_millis': 2044090, 'purchases': 3, 'engaged_sessions': 47, 'session_duration_micros': 17013172937}","{'in_app_purchase_score_7d': None, 'purchase_score_7d': None, 'churn_score_7d': None, 'revenue_28d_in_usd': None}","{'is_limited_ad_tracking': 'false', 'is_ads_personalization_allowed': '(not set)'}",20250315,20250315
